img_id,caption0,caption1,caption2,caption3,caption4
104482,A cat peers out from underneath a comforter.,The cat is peering out from a white blanket. ,a grey and white cat in a white bed,A kitten peeking out from of a pile of white blankets.,a cat laying in some blankets on top of a bed
55331,An individual is in the open view in the picture. ,a woman in black lingerie laying down on a bed spread ,A woman poses on the bed in sexy lingerie .,A girl in lingerie in a sexy pose on a bed.,A woman in lingerie lying on back on a bed with leg in air and looking at camera.
276516,A dog is laying on a bed next to pillows.,A tan colored dog laying on a bed with a blue and yellow checkered blanket,A cog laying on the bed next to the pillows.,Gold cocker spaniel lying in unmade bed with quilt.,A dog rests against pillows on an unmade bed. 
219179,a stack of four books on the table,Some books are stacked up on nightstand beside a bed. ,A stack of four books on the right side on a stand.,A stack of four books rests on a nightstand.,Some books are next to a bed on a nightstand
129068,A man sitting in a bed with a stuffed animal in his lap.,A guy is holding a stuffed dog in bed.,A man holding a dog plushie and sitting in bed  near two laptops.,a young man sits in bed next to some laptops ,A boy holding a stuffed animal in a bed.
88117,a dog laying in a bed under some covers,A brown dog covered with sheet while sleeping on a bed,a dog sleeping on a bed while covered with a blanket,A dog laying under some blankets on a bed.,A brown dog laying on bed next to pillows and a nightstand.
407607,A person standing in a room with a television.,A man watching TV with two other people visible in a mirror.,A man sitting on bed looking at a television and person in mirror.,A man watching tv while smoking a cigarette,The tv  is located in the converted entertainment center.
219194,this is a cat laying on a child,a little boy and cat sleeping together on a bed,A cat sleeps with a young child in a bed.,A girl lying asleep next to a cat on a bed.,a person laying in a bed wit ha cat next to him 
104510,A man is lounging back in a bed while a cat climbs up on him.,A person with a cat on a bed with a stuffed bear.,A cat sitting on a man laying on the bed.,A man laying on a bed with a cat on his chest.,A man laying down with his cat and beside him is a teddy bear
448574,A bed sitting in a bedroom next to a window.,Bedroom with poster bed and bedside table with lamp.,A bedroom decorated in yellow with high bed posts.,A four poster bed in a room beside a window,Bedroom corner with twin bed with high posts bedside table with lamp water bottle and glass and sunlit window.
358465,An adorable small dog laying on top of a blanket on a bed.,A on it's side dog is lying next to a bed.,A dog lying on its back on a bed.,A dog laying on it's back on a bed.,A dog rests on a bed on his back with legs in begging position.
112706,A group of three women with large breast playing around in bed.,Three young women hanging out on a bed.,three girls are laying on a bed and a lamp,Three young women playing on a bed next to a nightstand and table lamp. ,A group of girls lay on a bed with their limbs in the air.
219217,this is an unmade bed with a flowery blanket,A small room with a cot and clothes on it.,A bed topped with blankets and sheets next to a door..,An unmade bed sitting next to a closed door.,a bed that has some material items on it
317527,A bulldog sits on a blue and white bedspread.,Small dog sitting on a bed next to a fireplace,A black and white dog sitting on a bed with a floral pattern spread.,Dog with black and white colors looks up on bedspread,A dog sitting on a bed in a bedroom.
301146,A large grey cat is standing next to a sofa.,a close up of a cat wearing a tie close to a couch,A grey cat with a white collar and small tie.,A cat wearing a bandana is standing by a sofa.,A cat that doesn't look happy dressed with a tie around it's neck. 
22627,a cat rests its head under a blanket,Light is shining on a cat that is peaking out from underneath a blanket.,A cat laying on top of a bed.,A gray cat doses underneath the bed covers.,A cat peaks out from under a blanket.
235624,A young man standing behind a young woman holding a camera.,Two people taking a photograph of themselves in a mirror.,A man stands behind a woman taking a picture through a mirror,there is a man and a woman taking a picture in the mirror,Two people taking a picture of theselves in front of mirror.
342126,A very big messy bed filled with many items.,a bed with a pile of clothes on it ,Many different boats are stacked on a bed.,A bedroom with a bed piled with coats. ,A pile of warm clothing stacked onto a bed.
39022,Two children sprawled out and sleeping in bed.,Two children a boy and a girl are taking a nap together ,Two kids sleeping on a bed together at night.,two children lying in a bed on a blanket,Two kids sleeping in a bed with fluffy blankets.
186483,Two cats are laying down on a covered bed posing for the camera. ,two long haired cats laying on a bed beside each other,Two cats are laying on a bed next to each other.,Two similar looking cats are looking the same direction,Two cats with the same fur pattern looking up.
522360,a man is laying down and using a laptop,A man uses his laptop while lying down. ,A man lays down and uses a laptop,A man is laying down in bed and has a laptop propped up in front of him.,A man laying in bed while using a laptop computer.
366713,A bed sitting next to a brown table with a lamp on top of it.,A bed next to a desk with binoculars book and lamp.,A bed with three pillows and a night stand with book and binoculars,Some binoculars and a book on a night stand,A bedroom that has a bed and wooden night stand with a lamp on it a book and binoculars.
137339,a bed that is in a small room,The bed and chair are both floral patterned.,A bedroom with floral comforter and a lot of pillows on the bed.,a bed on the middle of a room sits idly by,A bedroom with bedside tables with lamps turn on.
194685,Two kids lay on separate beds of a bunk bed. ,Two kids in bunk beds reading while laying down.,A boy sits at the top of a bunk bed.,Two children are laying in their bunk beds.,Boys are laying in their bunk beds with a ladder.
505986,a bed with some folded clothes on it ,A bed full of clothes waiting to be packed into the luggage.,a messy bed with clothes and a suitcase,A bed covered with clothes and a suitcase next to a wood wall. ,The bed has a couple of luggage bags on it. 
407683,a carpeted room with a big bed next to a desk ,A computer desk with a laptop computer sitting on top of it.,A nicely decorated bedroom with a corner desk area.,a room with a large bed in side it,a desk and a bed in a hotel room
186500,The hotel room features a contemporary  SIMPLEmotif.,a bedroom view of a neatly made bed  sitting on a hardwood floor,a room that has a large bed in it,A bed with a pillow and lights on a corner,A neat bedroom pairs modern chairs with a glass table.
563334,A very clean and ready bedroom for someone to stay in..,a white bed a lamp some closets and a door,a hotel room with a large bed and closet,A bedroom at a hotel decorated with furniture. ,A bedroom with a white bed next to a lamp.
